species_name,genome_file_name,cds_file_name,original_name,source
xylographa_vitiligo,xylographa_vitiligo_genomic.fna,xylographa_vitiligo_cds.fna,xylographa_vitiligo,ncbi
exophiala_sp,exophiala_sp_jf_03_3f_genomic.fna,exophiala_sp_jf_03_3f_cds.fna,exophiala_sp_jf_03_3f,ncbi
biscogniauxia_marginata,biscogniauxia_marginata_genomic.fna,biscogniauxia_marginata_cds.fna,biscogniauxia_marginata,ncbi
annulohypoxylon_moriforme,annulohypoxylon_moriforme_genomic.fna,annulohypoxylon_moriforme_cds.fna,annulohypoxylon_moriforme,ncbi
xylaria_sp,xylaria_sp_cbs_124048_genomic.fna,xylaria_sp_cbs_124048_cds.fna,xylaria_sp_cbs_124048,ncbi
hypoxylon_fuscum,hypoxylon_fuscum_genomic.fna,hypoxylon_fuscum_cds.fna,hypoxylon_fuscum,ncbi
hypoxylon_crocopeplum,hypoxylon_crocopeplum_genomic.fna,hypoxylon_crocopeplum_cds.fna,hypoxylon_crocopeplum,ncbi
xylaria_venustula,xylaria_venustula_genomic.fna,xylaria_venustula_cds.fna,xylaria_venustula,ncbi
mortierella_claussenii,mortierella_claussenii_genomic.fna,mortierella_claussenii_cds.fna,mortierella_claussenii,ncbi
nemania_serpens,nemania_serpens_genomic.fna,nemania_serpens_cds.fna,nemania_serpens,ncbi
nemania_abortiva,nemania_abortiva_genomic.fna,nemania_abortiva_cds.fna,nemania_abortiva,ncbi
rostrohypoxylon_terebratum,rostrohypoxylon_terebratum_genomic.fna,rostrohypoxylon_terebratum_cds.fna,rostrohypoxylon_terebratum,ncbi
whalleya_microplaca,whalleya_microplaca_genomic.fna,whalleya_microplaca_cds.fna,whalleya_microplaca,ncbi
xylaria_arbuscula,xylaria_arbuscula_genomic.fna,xylaria_arbuscula_cds.fna,xylaria_arbuscula,ncbi
zalerion_maritima,zalerion_maritima_genomic.fna,zalerion_maritima_cds.fna,zalerion_maritima,ncbi
podosphaera_aphanis,podosphaera_aphanis_genomic.fna,podosphaera_aphanis_cds.fna,podosphaera_aphanis,ncbi
fusarium_chuoi,fusarium_chuoi_genomic.fna,fusarium_chuoi_cds.fna,fusarium_chuoi,ncbi
xylaria_digitata,xylaria_digitata_genomic.fna,xylaria_digitata_cds.fna,xylaria_digitata,ncbi
purpureocillium_takamizusanense,purpureocillium_takamizusanense_genomic.fna,purpureocillium_takamizusanense_cds.fna,purpureocillium_takamizusanense,ncbi
annulohypoxylon_nitens,annulohypoxylon_nitens_genomic.fna,annulohypoxylon_nitens_cds.fna,annulohypoxylon_nitens,ncbi
annulohypoxylon_maeteangense,annulohypoxylon_maeteangense_genomic.fna,annulohypoxylon_maeteangense_cds.fna,annulohypoxylon_maeteangense,ncbi
hypoxylon_argillaceum,hypoxylon_argillaceum_genomic.fna,hypoxylon_argillaceum_cds.fna,hypoxylon_argillaceum,ncbi
daldinia_vernicosa,daldinia_vernicosa_genomic.fna,daldinia_vernicosa_cds.fna,daldinia_vernicosa,ncbi
xylaria_curta,xylaria_curta_genomic.fna,xylaria_curta_cds.fna,xylaria_curta,ncbi
xylaria_bambusicola,xylaria_bambusicola_genomic.fna,xylaria_bambusicola_cds.fna,xylaria_bambusicola,ncbi
pilatotrama_ljubarskyi,pilatotrama_ljubarskyi_genomic.fna,pilatotrama_ljubarskyi_cds.fna,pilatotrama_ljubarskyi,ncbi
xylaria_palmicola,xylaria_palmicola_genomic.fna,xylaria_palmicola_cds.fna,xylaria_palmicola,ncbi
xylaria_telfairii,xylaria_telfairii_genomic.fna,xylaria_telfairii_cds.fna,xylaria_telfairii,ncbi
xylaria_acuta,xylaria_acuta_genomic.fna,xylaria_acuta_cds.fna,xylaria_acuta,ncbi
trametopsis_cervina,trametopsis_cervina_genomic.fna,trametopsis_cervina_cds.fna,trametopsis_cervina,ncbi
cubamyces_sp,cubamyces_sp_brfm_1775_genomic.fna,cubamyces_sp_brfm_1775_cds.fna,cubamyces_sp_brfm_1775,ncbi
amylostereum_chailletii,amylostereum_chailletii_genomic.fna,amylostereum_chailletii_cds.fna,amylostereum_chailletii,ncbi
irpex_rosettiformis,irpex_rosettiformis_genomic.fna,irpex_rosettiformis_cds.fna,irpex_rosettiformis,ncbi
artomyces_pyxidatus,artomyces_pyxidatus_genomic.fna,artomyces_pyxidatus_cds.fna,artomyces_pyxidatus,ncbi
emericellopsis_cladophorae,emericellopsis_cladophorae_genomic.fna,emericellopsis_cladophorae_cds.fna,emericellopsis_cladophorae,ncbi
diaporthe_amygdali,diaporthe_amygdali_genomic.fna,diaporthe_amygdali_cds.fna,diaporthe_amygdali,ncbi
leptodontidium_sp,leptodontidium_sp_2_pmi_412_genomic.fna,leptodontidium_sp_2_pmi_412_cds.fna,leptodontidium_sp_2_pmi_412,ncbi
atractiella_rhizophila,atractiella_rhizophila_genomic.fna,atractiella_rhizophila_cds.fna,atractiella_rhizophila,ncbi
coniochaeta_sp,coniochaeta_sp_pmi_546_genomic.fna,coniochaeta_sp_pmi_546_cds.fna,coniochaeta_sp_pmi_546,ncbi
thozetella_sp,thozetella_sp_pmi_491_genomic.fna,thozetella_sp_pmi_491_cds.fna,thozetella_sp_pmi_491,ncbi
trichoderma_asperelloides,trichoderma_asperelloides_genomic.fna,trichoderma_asperelloides_cds.fna,trichoderma_asperelloides,ncbi
histoplasma_mississippiense,histoplasma_mississippiense_nom_inval_genomic.fna,histoplasma_mississippiense_nom_inval_cds.fna,histoplasma_mississippiense_nom_inval,ncbi
leucogyrophana_mollusca,leucogyrophana_mollusca_genomic.fna,leucogyrophana_mollusca_cds.fna,leucogyrophana_mollusca,ncbi
hygrophoropsis_aurantiaca,hygrophoropsis_aurantiaca_genomic.fna,hygrophoropsis_aurantiaca_cds.fna,hygrophoropsis_aurantiaca,ncbi
trichoderma_cornu,trichoderma_cornu_damae_genomic.fna,trichoderma_cornu_damae_cds.fna,trichoderma_cornu_damae,ncbi
clonostachys_rhizophaga,clonostachys_rhizophaga_genomic.fna,clonostachys_rhizophaga_cds.fna,clonostachys_rhizophaga,ncbi
clonostachys_byssicola,clonostachys_byssicola_genomic.fna,clonostachys_byssicola_cds.fna,clonostachys_byssicola,ncbi
metarhizium_humberi,metarhizium_humberi_genomic.fna,metarhizium_humberi_cds.fna,metarhizium_humberi,ncbi
termitomyces_sp,termitomyces_sp_cryptogamus_genomic.fna,termitomyces_sp_cryptogamus_cds.fna,termitomyces_sp_cryptogamus,ncbi
malassezia_arunalokei,malassezia_arunalokei_genomic.fna,malassezia_arunalokei_cds.fna,malassezia_arunalokei,ncbi
glutinoglossum_americanum,glutinoglossum_americanum_genomic.fna,glutinoglossum_americanum_cds.fna,glutinoglossum_americanum,ncbi
trichoderma_semiorbis,trichoderma_semiorbis_genomic.fna,trichoderma_semiorbis_cds.fna,trichoderma_semiorbis,ncbi
amylocarpus_encephaloides,amylocarpus_encephaloides_genomic.fna,amylocarpus_encephaloides_cds.fna,amylocarpus_encephaloides,ncbi
calycina_marina,calycina_marina_genomic.fna,calycina_marina_cds.fna,calycina_marina,ncbi
emericellopsis_atlantica,emericellopsis_atlantica_genomic.fna,emericellopsis_atlantica_cds.fna,emericellopsis_atlantica,ncbi
alternaria_panax,alternaria_panax_genomic.fna,alternaria_panax_cds.fna,alternaria_panax,ncbi
ceratobasidium_sp,ceratobasidium_sp_392_genomic.fna,ceratobasidium_sp_392_cds.fna,ceratobasidium_sp_392,ncbi
tulasnella_sp,tulasnella_sp_427_genomic.fna,tulasnella_sp_427_cds.fna,tulasnella_sp_427,ncbi
serendipita_sp,serendipita_sp_399_genomic.fna,serendipita_sp_399_cds.fna,serendipita_sp_399,ncbi
trichoderma_simmonsii,trichoderma_simmonsii_genomic.fna,trichoderma_simmonsii_cds.fna,trichoderma_simmonsii,ncbi
hymenoscyphus_albidus,hymenoscyphus_albidus_genomic.fna,hymenoscyphus_albidus_cds.fna,hymenoscyphus_albidus,ncbi
candida_africana,candida_africana_genomic.fna,candida_africana_cds.fna,candida_africana,ncbi
ogataea_haglerorum,ogataea_haglerorum_genomic.fna,ogataea_haglerorum_cds.fna,ogataea_haglerorum,ncbi
staphylotrichum_longicolle,staphylotrichum_longicolle_genomic.fna,staphylotrichum_longicolle_cds.fna,staphylotrichum_longicolle,ncbi
marasmius_oreades,marasmius_oreades_genomic.fna,marasmius_oreades_cds.fna,marasmius_oreades,ncbi
physcia_stellaris,physcia_stellaris_genomic.fna,physcia_stellaris_cds.fna,physcia_stellaris,ncbi
tricholoma_furcatifolium,tricholoma_furcatifolium_genomic.fna,tricholoma_furcatifolium_cds.fna,tricholoma_furcatifolium,ncbi
arthromyces_matolae,arthromyces_matolae_genomic.fna,arthromyces_matolae_cds.fna,arthromyces_matolae,ncbi
tephrocybe_sp,tephrocybe_sp_nhm501043_genomic.fna,tephrocybe_sp_nhm501043_cds.fna,tephrocybe_sp_nhm501043,ncbi
daldinia_caldariorum,daldinia_caldariorum_genomic.fna,daldinia_caldariorum_cds.fna,daldinia_caldariorum,ncbi
emergomyces_africanus,emergomyces_africanus_genomic.fna,emergomyces_africanus_cds.fna,emergomyces_africanus,ncbi
penicillium_ucsense,penicillium_ucsense_genomic.fna,penicillium_ucsense_cds.fna,penicillium_ucsense,ncbi
aspergillus_pseudoviridinutans,aspergillus_pseudoviridinutans_genomic.fna,aspergillus_pseudoviridinutans_cds.fna,aspergillus_pseudoviridinutans,ncbi
sphagnurus_paluster,sphagnurus_paluster_genomic.fna,sphagnurus_paluster_cds.fna,sphagnurus_paluster,ncbi
melanogaster_broomeanus,melanogaster_broomeanus_genomic.fna,melanogaster_broomeanus_cds.fna,melanogaster_broomeanus,ncbi
pneumocystis_sp,pneumocystis_sp_macacae_genomic.fna,pneumocystis_sp_macacae_cds.fna,pneumocystis_sp_macacae,ncbi
tremellales_sp,tremellales_sp_tagirdzhanova_0007_genomic.fna,tremellales_sp_tagirdzhanova_0007_cds.fna,tremellales_sp_tagirdzhanova_0007,ncbi
psilocybe_cubensis,psilocybe_cubensis_genomic.fna,psilocybe_cubensis_cds.fna,psilocybe_cubensis,ncbi
monilinia_vaccinii,monilinia_vaccinii_corymbosi_genomic.fna,monilinia_vaccinii_corymbosi_cds.fna,monilinia_vaccinii_corymbosi,ncbi
pneumocystis_oryctolagi,pneumocystis_oryctolagi_genomic.fna,pneumocystis_oryctolagi_cds.fna,pneumocystis_oryctolagi,ncbi
pneumocystis_canis,pneumocystis_canis_genomic.fna,pneumocystis_canis_cds.fna,pneumocystis_canis,ncbi
pneumocystis_wakefieldiae,pneumocystis_wakefieldiae_genomic.fna,pneumocystis_wakefieldiae_cds.fna,pneumocystis_wakefieldiae,ncbi
kazachstania_barnettii,kazachstania_barnettii_genomic.fna,kazachstania_barnettii_cds.fna,kazachstania_barnettii,ncbi
aspergillus_puulaauensis,aspergillus_puulaauensis_genomic.fna,aspergillus_puulaauensis_cds.fna,aspergillus_puulaauensis,ncbi
lunasporangiospora_selenospora,lunasporangiospora_selenospora_genomic.fna,lunasporangiospora_selenospora_cds.fna,lunasporangiospora_selenospora,ncbi
suillus_weaverae,suillus_weaverae_genomic.fna,suillus_weaverae_cds.fna,suillus_weaverae,ncbi
mucor_saturninus,mucor_saturninus_genomic.fna,mucor_saturninus_cds.fna,mucor_saturninus,ncbi
mucor_plumbeus,mucor_plumbeus_genomic.fna,mucor_plumbeus_cds.fna,mucor_plumbeus,ncbi
suillus_decipiens,suillus_decipiens_genomic.fna,suillus_decipiens_cds.fna,suillus_decipiens,ncbi
suillus_hirtellus,suillus_hirtellus_genomic.fna,suillus_hirtellus_cds.fna,suillus_hirtellus,ncbi
suillus_americanus,suillus_americanus_genomic.fna,suillus_americanus_cds.fna,suillus_americanus,ncbi
umbelopsis_vinacea,umbelopsis_vinacea_genomic.fna,umbelopsis_vinacea_cds.fna,umbelopsis_vinacea,ncbi
geosiphon_pyriformis,geosiphon_pyriformis_genomic.fna,geosiphon_pyriformis_cds.fna,geosiphon_pyriformis,ncbi
astraeus_odoratus,astraeus_odoratus_genomic.fna,astraeus_odoratus_cds.fna,astraeus_odoratus,ncbi
fusarium_graminum,fusarium_graminum_genomic.fna,fusarium_graminum_cds.fna,fusarium_graminum,ncbi
phialophora_macrospora,phialophora_macrospora_genomic.fna,phialophora_macrospora_cds.fna,phialophora_macrospora,ncbi
linnemannia_exigua,linnemannia_exigua_genomic.fna,linnemannia_exigua_cds.fna,linnemannia_exigua,ncbi
mortierella_polycephala,mortierella_polycephala_genomic.fna,mortierella_polycephala_cds.fna,mortierella_polycephala,ncbi
mortierella_sp,mortierella_sp_gba43_genomic.fna,mortierella_sp_gba43_cds.fna,mortierella_sp_gba43,ncbi
actinomortierella_wolfii,actinomortierella_wolfii_genomic.fna,actinomortierella_wolfii_cds.fna,actinomortierella_wolfii,ncbi
linnemannia_gamsii,linnemannia_gamsii_genomic.fna,linnemannia_gamsii_cds.fna,linnemannia_gamsii,ncbi
dissophora_globulifera,dissophora_globulifera_genomic.fna,dissophora_globulifera_cds.fna,dissophora_globulifera,ncbi
apophysomyces_sp,apophysomyces_sp_bc1034_genomic.fna,apophysomyces_sp_bc1034_cds.fna,apophysomyces_sp_bc1034,ncbi
hyaloscypha_hepaticicola,hyaloscypha_hepaticicola_genomic.fna,hyaloscypha_hepaticicola_cds.fna,hyaloscypha_hepaticicola,ncbi
modicella_reniformis,modicella_reniformis_genomic.fna,modicella_reniformis_cds.fna,modicella_reniformis,ncbi
podila_epicladia,podila_epicladia_genomic.fna,podila_epicladia_cds.fna,podila_epicladia,ncbi
gryganskiella_cystojenkinii,gryganskiella_cystojenkinii_genomic.fna,gryganskiella_cystojenkinii_cds.fna,gryganskiella_cystojenkinii,ncbi
podila_clonocystis,podila_clonocystis_genomic.fna,podila_clonocystis_cds.fna,podila_clonocystis,ncbi
entomortierella_chlamydospora,entomortierella_chlamydospora_genomic.fna,entomortierella_chlamydospora_cds.fna,entomortierella_chlamydospora,ncbi
linnemannia_zychae,linnemannia_zychae_genomic.fna,linnemannia_zychae_cds.fna,linnemannia_zychae,ncbi
aspergillus_nanangensis,aspergillus_nanangensis_genomic.fna,aspergillus_nanangensis_cds.fna,aspergillus_nanangensis,ncbi
nosema_granulosis,nosema_granulosis_genomic.fna,nosema_granulosis_cds.fna,nosema_granulosis,ncbi
thelephora_ganbajun,thelephora_ganbajun_genomic.fna,thelephora_ganbajun_cds.fna,thelephora_ganbajun,ncbi
torulaspora_sp,torulaspora_sp_cbs_2947_genomic.fna,torulaspora_sp_cbs_2947_cds.fna,torulaspora_sp_cbs_2947,ncbi
mortierella_hygrophila,mortierella_hygrophila_genomic.fna,mortierella_hygrophila_cds.fna,mortierella_hygrophila,ncbi
pholiota_conissans,pholiota_conissans_genomic.fna,pholiota_conissans_cds.fna,pholiota_conissans,ncbi
crepidotus_variabilis,crepidotus_variabilis_genomic.fna,crepidotus_variabilis_cds.fna,crepidotus_variabilis,ncbi
lepista_nuda,lepista_nuda_genomic.fna,lepista_nuda_cds.fna,lepista_nuda,ncbi
entomortierella_beljakovae,entomortierella_beljakovae_genomic.fna,entomortierella_beljakovae_cds.fna,entomortierella_beljakovae,ncbi
podila_epigama,podila_epigama_genomic.fna,podila_epigama_cds.fna,podila_epigama,ncbi
podila_minutissima,podila_minutissima_genomic.fna,podila_minutissima_cds.fna,podila_minutissima,ncbi
podila_horticola,podila_horticola_genomic.fna,podila_horticola_cds.fna,podila_horticola,ncbi
gyrodon_lividus,gyrodon_lividus_genomic.fna,gyrodon_lividus_cds.fna,gyrodon_lividus,ncbi
haplosporangium_sp,haplosporangium_sp_z_27_genomic.fna,haplosporangium_sp_z_27_cds.fna,haplosporangium_sp_z_27,ncbi
haplosporangium_bisporale,haplosporangium_bisporale_genomic.fna,haplosporangium_bisporale_cds.fna,haplosporangium_bisporale,ncbi
actinomortierella_ambigua,actinomortierella_ambigua_genomic.fna,actinomortierella_ambigua_cds.fna,actinomortierella_ambigua,ncbi
paxillus_ammoniavirescens,paxillus_ammoniavirescens_genomic.fna,paxillus_ammoniavirescens_cds.fna,paxillus_ammoniavirescens,ncbi
dissophora_ornata,dissophora_ornata_genomic.fna,dissophora_ornata_cds.fna,dissophora_ornata,ncbi
entomortierella_lignicola,entomortierella_lignicola_genomic.fna,entomortierella_lignicola_cds.fna,entomortierella_lignicola,ncbi
haplosporangium_gracile,haplosporangium_gracile_genomic.fna,haplosporangium_gracile_cds.fna,haplosporangium_gracile,ncbi
acephala_macrosclerotiorum,acephala_macrosclerotiorum_genomic.fna,acephala_macrosclerotiorum_cds.fna,acephala_macrosclerotiorum,ncbi
phlegmacium_glaucopus,phlegmacium_glaucopus_genomic.fna,phlegmacium_glaucopus_cds.fna,phlegmacium_glaucopus,ncbi
ramaria_rubella,ramaria_rubella_genomic.fna,ramaria_rubella_cds.fna,ramaria_rubella,ncbi
clavulina_sp,clavulina_sp_pmi_390_genomic.fna,clavulina_sp_pmi_390_cds.fna,clavulina_sp_pmi_390,ncbi
mortierella_antarctica,mortierella_antarctica_genomic.fna,mortierella_antarctica_cds.fna,mortierella_antarctica,ncbi
athelia_sp,athelia_sp_tmb_genomic.fna,athelia_sp_tmb_cds.fna,athelia_sp_tmb,ncbi
apophysomyces_ossiformis,apophysomyces_ossiformis_genomic.fna,apophysomyces_ossiformis_cds.fna,apophysomyces_ossiformis,ncbi
fusarium_torreyae,fusarium_torreyae_genomic.fna,fusarium_torreyae_cds.fna,fusarium_torreyae,ncbi
thelohania_contejeani,thelohania_contejeani_genomic.fna,thelohania_contejeani_cds.fna,thelohania_contejeani,ncbi
stylonectria_norvegica,stylonectria_norvegica_genomic.fna,stylonectria_norvegica_cds.fna,stylonectria_norvegica,ncbi
cylindrodendrum_hubeiense,cylindrodendrum_hubeiense_genomic.fna,cylindrodendrum_hubeiense_cds.fna,cylindrodendrum_hubeiense,ncbi
neopestalotiopsis_clavispora,neopestalotiopsis_clavispora_genomic.fna,neopestalotiopsis_clavispora_cds.fna,neopestalotiopsis_clavispora,ncbi
aspergillus_hiratsukae,aspergillus_hiratsukae_genomic.fna,aspergillus_hiratsukae_cds.fna,aspergillus_hiratsukae,ncbi
colletotrichum_musicola,colletotrichum_musicola_genomic.fna,colletotrichum_musicola_cds.fna,colletotrichum_musicola,ncbi
colletotrichum_plurivorum,colletotrichum_plurivorum_genomic.fna,colletotrichum_plurivorum_cds.fna,colletotrichum_plurivorum,ncbi
colletotrichum_sojae,colletotrichum_sojae_genomic.fna,colletotrichum_sojae_cds.fna,colletotrichum_sojae,ncbi
tuber_brumale,tuber_brumale_genomic.fna,tuber_brumale_cds.fna,tuber_brumale,ncbi
fusarium_coicis,fusarium_coicis_genomic.fna,fusarium_coicis_cds.fna,fusarium_coicis,ncbi
fusarium_musae,fusarium_musae_genomic.fna,fusarium_musae_cds.fna,fusarium_musae,ncbi
naganishia_liquefaciens,naganishia_liquefaciens_genomic.fna,naganishia_liquefaciens_cds.fna,naganishia_liquefaciens,ncbi
aspergillus_burnettii,aspergillus_burnettii_genomic.fna,aspergillus_burnettii_cds.fna,aspergillus_burnettii,ncbi
fusarium_globosum,fusarium_globosum_genomic.fna,fusarium_globosum_cds.fna,fusarium_globosum,ncbi
fusarium_mundagurra,fusarium_mundagurra_genomic.fna,fusarium_mundagurra_cds.fna,fusarium_mundagurra,ncbi
fusarium_tjaetaba,fusarium_tjaetaba_genomic.fna,fusarium_tjaetaba_cds.fna,fusarium_tjaetaba,ncbi
fusarium_denticulatum,fusarium_denticulatum_genomic.fna,fusarium_denticulatum_cds.fna,fusarium_denticulatum,ncbi
fusarium_pseudoanthophilum,fusarium_pseudoanthophilum_genomic.fna,fusarium_pseudoanthophilum_cds.fna,fusarium_pseudoanthophilum,ncbi
fusarium_phyllophilum,fusarium_phyllophilum_genomic.fna,fusarium_phyllophilum_cds.fna,fusarium_phyllophilum,ncbi
fusarium_napiforme,fusarium_napiforme_genomic.fna,fusarium_napiforme_cds.fna,fusarium_napiforme,ncbi
fusarium_mexicanum,fusarium_mexicanum_genomic.fna,fusarium_mexicanum_cds.fna,fusarium_mexicanum,ncbi
fusarium_pseudocircinatum,fusarium_pseudocircinatum_genomic.fna,fusarium_pseudocircinatum_cds.fna,fusarium_pseudocircinatum,ncbi
nemania_diffusa,nemania_diffusa_genomic.fna,nemania_diffusa_cds.fna,nemania_diffusa,ncbi
talaromyces_rugulosus,talaromyces_rugulosus_genomic.fna,talaromyces_rugulosus_cds.fna,talaromyces_rugulosus,ncbi
fusarium_anthophilum,fusarium_anthophilum_genomic.fna,fusarium_anthophilum_cds.fna,fusarium_anthophilum,ncbi
fusarium_falciforme,fusarium_falciforme_genomic.fna,fusarium_falciforme_cds.fna,fusarium_falciforme,ncbi
annulohypoxylon_truncatum,annulohypoxylon_truncatum_genomic.fna,annulohypoxylon_truncatum_cds.fna,annulohypoxylon_truncatum,ncbi
galactomyces_reessii,galactomyces_reessii_genomic.fna,galactomyces_reessii_cds.fna,galactomyces_reessii,ncbi
fusarium_sarcochroum,fusarium_sarcochroum_genomic.fna,fusarium_sarcochroum_cds.fna,fusarium_sarcochroum,ncbi
fusarium_decemcellulare,fusarium_decemcellulare_genomic.fna,fusarium_decemcellulare_cds.fna,fusarium_decemcellulare,ncbi
fusarium_heterosporum,fusarium_heterosporum_genomic.fna,fusarium_heterosporum_cds.fna,fusarium_heterosporum,ncbi
fusarium_zealandicum,fusarium_zealandicum_genomic.fna,fusarium_zealandicum_cds.fna,fusarium_zealandicum,ncbi
fusarium_gaditjirri,fusarium_gaditjirri_genomic.fna,fusarium_gaditjirri_cds.fna,fusarium_gaditjirri,ncbi
fusarium_bulbicola,fusarium_bulbicola_genomic.fna,fusarium_bulbicola_cds.fna,fusarium_bulbicola,ncbi
cudoniella_acicularis,cudoniella_acicularis_genomic.fna,cudoniella_acicularis_cds.fna,cudoniella_acicularis,ncbi
alternaria_burnsii,alternaria_burnsii_genomic.fna,alternaria_burnsii_cds.fna,alternaria_burnsii,ncbi
fusarium_austroafricanum,fusarium_austroafricanum_genomic.fna,fusarium_austroafricanum_cds.fna,fusarium_austroafricanum,ncbi
fusarium_albosuccineum,fusarium_albosuccineum_genomic.fna,fusarium_albosuccineum_cds.fna,fusarium_albosuccineum,ncbi
fusarium_acutatum,fusarium_acutatum_genomic.fna,fusarium_acutatum_cds.fna,fusarium_acutatum,ncbi
aspergillus_fumigatiaffinis,aspergillus_fumigatiaffinis_genomic.fna,aspergillus_fumigatiaffinis_cds.fna,aspergillus_fumigatiaffinis,ncbi
dactylellina_cionopaga,dactylellina_cionopaga_genomic.fna,dactylellina_cionopaga_cds.fna,dactylellina_cionopaga,ncbi
dactylella_cylindrospora,dactylella_cylindrospora_genomic.fna,dactylella_cylindrospora_cds.fna,dactylella_cylindrospora,ncbi
arthrobotrys_entomopaga,arthrobotrys_entomopaga_genomic.fna,arthrobotrys_entomopaga_cds.fna,arthrobotrys_entomopaga,ncbi
colletotrichum_karsti,colletotrichum_karsti_genomic.fna,colletotrichum_karsti_cds.fna,colletotrichum_karsti,ncbi
penicillium_rolfsii,penicillium_rolfsii_genomic.fna,penicillium_rolfsii_cds.fna,penicillium_rolfsii,ncbi
brettanomyces_nanus,brettanomyces_nanus_genomic.fna,brettanomyces_nanus_cds.fna,brettanomyces_nanus,ncbi
trichoderma_lentiforme,trichoderma_lentiforme_genomic.fna,trichoderma_lentiforme_cds.fna,trichoderma_lentiforme,ncbi
didymella_heteroderae,didymella_heteroderae_genomic.fna,didymella_heteroderae_cds.fna,didymella_heteroderae,ncbi
didymella_keratinophila,didymella_keratinophila_genomic.fna,didymella_keratinophila_cds.fna,didymella_keratinophila,ncbi
curvularia_kusanoi,curvularia_kusanoi_genomic.fna,curvularia_kusanoi_cds.fna,curvularia_kusanoi,ncbi
neopestalotiopsis_sp,neopestalotiopsis_sp_37m_genomic.fna,neopestalotiopsis_sp_37m_cds.fna,neopestalotiopsis_sp_37m,ncbi
ophiobolus_disseminans,ophiobolus_disseminans_genomic.fna,ophiobolus_disseminans_cds.fna,ophiobolus_disseminans,ncbi
mytilinidion_resinicola,mytilinidion_resinicola_genomic.fna,mytilinidion_resinicola_cds.fna,mytilinidion_resinicola,ncbi
teratosphaeria_nubilosa,teratosphaeria_nubilosa_genomic.fna,teratosphaeria_nubilosa_cds.fna,teratosphaeria_nubilosa,ncbi
polyplosphaeria_fusca,polyplosphaeria_fusca_genomic.fna,polyplosphaeria_fusca_cds.fna,polyplosphaeria_fusca,ncbi
pseudovirgaria_hyperparasitica,pseudovirgaria_hyperparasitica_genomic.fna,pseudovirgaria_hyperparasitica_cds.fna,pseudovirgaria_hyperparasitica,ncbi
microthyrium_microscopicum,microthyrium_microscopicum_genomic.fna,microthyrium_microscopicum_cds.fna,microthyrium_microscopicum,ncbi
macroventuria_anomochaeta,macroventuria_anomochaeta_genomic.fna,macroventuria_anomochaeta_cds.fna,macroventuria_anomochaeta,ncbi
neohortaea_acidophila,neohortaea_acidophila_genomic.fna,neohortaea_acidophila_cds.fna,neohortaea_acidophila,ncbi
lophium_mytilinum,lophium_mytilinum_genomic.fna,lophium_mytilinum_cds.fna,lophium_mytilinum,ncbi
lineolata_rhizophorae,lineolata_rhizophorae_genomic.fna,lineolata_rhizophorae_cds.fna,lineolata_rhizophorae,ncbi
lindgomyces_ingoldianus,lindgomyces_ingoldianus_genomic.fna,lindgomyces_ingoldianus_cds.fna,lindgomyces_ingoldianus,ncbi
tothia_fuscella,tothia_fuscella_genomic.fna,tothia_fuscella_cds.fna,tothia_fuscella,ncbi
trichodelitschia_bisporula,trichodelitschia_bisporula_genomic.fna,trichodelitschia_bisporula_cds.fna,trichodelitschia_bisporula,ncbi
decorospora_gaudefroyi,decorospora_gaudefroyi_genomic.fna,decorospora_gaudefroyi_cds.fna,decorospora_gaudefroyi,ncbi
didymosphaeria_enalia,didymosphaeria_enalia_genomic.fna,didymosphaeria_enalia_cds.fna,didymosphaeria_enalia,ncbi
westerdykella_ornata,westerdykella_ornata_genomic.fna,westerdykella_ornata_cds.fna,westerdykella_ornata,ncbi
trematosphaeria_pertusa,trematosphaeria_pertusa_genomic.fna,trematosphaeria_pertusa_cds.fna,trematosphaeria_pertusa,ncbi
viridothelium_virens,viridothelium_virens_genomic.fna,viridothelium_virens_cds.fna,viridothelium_virens,ncbi
setomelanomma_holmii,setomelanomma_holmii_genomic.fna,setomelanomma_holmii_cds.fna,setomelanomma_holmii,ncbi
byssothecium_circinans,byssothecium_circinans_genomic.fna,byssothecium_circinans_cds.fna,byssothecium_circinans,ncbi
lophiotrema_nucula,lophiotrema_nucula_genomic.fna,lophiotrema_nucula_cds.fna,lophiotrema_nucula,ncbi
rhizodiscina_lignyota,rhizodiscina_lignyota_genomic.fna,rhizodiscina_lignyota_cds.fna,rhizodiscina_lignyota,ncbi
clathrospora_elynae,clathrospora_elynae_genomic.fna,clathrospora_elynae_cds.fna,clathrospora_elynae,ncbi
cryptococcus_cf,cryptococcus_cf_gattii_genomic.fna,cryptococcus_cf_gattii_cds.fna,cryptococcus_cf_gattii,ncbi
aspergillus_pseudonomiae,aspergillus_pseudonomiae_genomic.fna,aspergillus_pseudonomiae_cds.fna,aspergillus_pseudonomiae,ncbi
aspergillus_caelatus,aspergillus_caelatus_genomic.fna,aspergillus_caelatus_cds.fna,aspergillus_caelatus,ncbi
aspergillus_bertholletiae,aspergillus_bertholletiae_genomic.fna,aspergillus_bertholletiae_cds.fna,aspergillus_bertholletiae,ncbi
aspergillus_pseudocaelatus,aspergillus_pseudocaelatus_genomic.fna,aspergillus_pseudocaelatus_cds.fna,aspergillus_pseudocaelatus,ncbi
