"GFF Download Link","Organellar genome(s)","VEuPathDB Project","Chromosomes","Supercontigs","Contigs","Available for community annotation","Genome Source","Genome Version/Assembly ID","Mega base Pairs","Structural Annotation Source","Structural Annotation Version","Is Reference Strain","Organism","Species","Species NCBI taxon ID","Strain","Strain NCBI taxon ID","Genome Fasta Download Link","Protein Fasta Download Link","ChIP chip","EC#","ESTs","Genes","GO terms","Microarray","Non Protein coding genes","Orthologs","Popset Sequences","Protein coding genes","Proteomics","Pseudogenes","RNA Seq","RT-PCR","SNPs","TFBS","User comments"
"http://FungiDB.org/common/downloads/Current_Release/AfijiensisCBS313.89/gff/data/FungiDB-64_AfijiensisCBS313.89.gff","no","FungiDB","0","149","0","Apollo","INSDC","GCA_003184825.1","   36.51","GenBank","Jun 22, 2018","yes","Aspergillus fijiensis CBS 313.89","Aspergillus fijiensis","1191702","CBS 313.89","1448319","http://FungiDB.org/common/downloads/Current_Release/AfijiensisCBS313.89/fasta/data/FungiDB-64_AfijiensisCBS313.89_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/AfijiensisCBS313.89/fasta/data/FungiDB-64_AfijiensisCBS313.89_AnnotatedProteins.fasta","N/A","N/A","N/A","12336","6993","N/A","318","12018","50116","12018","N/A","3","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/AheteromorphusCBS117.55/gff/data/FungiDB-64_AheteromorphusCBS117.55.gff","no","FungiDB","0","205","0","Apollo","INSDC","GCA_003184545.1","   35.61","GenBank","Jun 04, 2018","yes","Aspergillus heteromorphus CBS 117.55","Aspergillus heteromorphus","51019","CBS 117.55","1448321","http://FungiDB.org/common/downloads/Current_Release/AheteromorphusCBS117.55/fasta/data/FungiDB-64_AheteromorphusCBS117.55_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/AheteromorphusCBS117.55/fasta/data/FungiDB-64_AheteromorphusCBS117.55_AnnotatedProteins.fasta","N/A","1046","N/A","11436","7495","N/A","306","11130","67266","11130","N/A","1","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/AhomomorphusCBS101889/gff/data/FungiDB-64_AhomomorphusCBS101889.gff","no","FungiDB","0","152","0","Apollo","INSDC","GCA_003184865.1","   34.05","GenBank","Jun 22, 2018","yes","Aspergillus homomorphus CBS 101889","Aspergillus homomorphus","319626","CBS 101889","1450537","http://FungiDB.org/common/downloads/Current_Release/AhomomorphusCBS101889/fasta/data/FungiDB-64_AhomomorphusCBS101889_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/AhomomorphusCBS101889/fasta/data/FungiDB-64_AhomomorphusCBS101889_AnnotatedProteins.fasta","N/A","1089","N/A","11663","7905","N/A","302","11361","47204","11361","N/A","1","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/CneoformansJEC21/gff/data/FungiDB-64_CneoformansJEC21.gff","no","FungiDB","14","0","0","Apollo","GenBank","GCA_000091045.1","   19.05","GenBank","Jun 16, 2016","yes","Cryptococcus neoformans var. neoformans JEC21","Cryptococcus neoformans","5207","var. neoformans JEC21","214684","http://FungiDB.org/common/downloads/Current_Release/CneoformansJEC21/fasta/data/FungiDB-64_CneoformansJEC21_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/CneoformansJEC21/fasta/data/FungiDB-64_CneoformansJEC21_AnnotatedProteins.fasta","N/A","950","5564","7004","5382","N/A","372","6632","64","6632","2746","238","7004","N/A","N/A","N/A","27"
"http://FungiDB.org/common/downloads/Current_Release/CposadasiiC735deltSOWgp/gff/data/FungiDB-64_CposadasiiC735deltSOWgp.gff","no","FungiDB","0","55","0","N/A","GenBank","GCA_000151335.1","   27.01","JCVI","Jun 17, 2009","no","Coccidioides posadasii C735 delta SOWgp","Coccidioides posadasii","199306","C735 delta SOWgp","222929","http://FungiDB.org/common/downloads/Current_Release/CposadasiiC735deltSOWgp/fasta/data/FungiDB-64_CposadasiiC735deltSOWgp_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/CposadasiiC735deltSOWgp/fasta/data/FungiDB-64_CposadasiiC735deltSOWgp_AnnotatedProteins.fasta","N/A","1414","6333","7255","5432","N/A","26","7229","7069","7229","N/A","0","7255","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/AnidulansFGSCA4/gff/data/FungiDB-64_AnidulansFGSCA4.gff","yes","FungiDB","8","0","0","Apollo","GenBank","GCA_000149205.2","   30.52","AspGD","Oct 04, 2015","yes","Aspergillus nidulans FGSC A4","Aspergillus nidulans","162425","FGSC A4","227321","http://FungiDB.org/common/downloads/Current_Release/AnidulansFGSCA4/fasta/data/FungiDB-64_AnidulansFGSCA4_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/AnidulansFGSCA4/fasta/data/FungiDB-64_AnidulansFGSCA4_AnnotatedProteins.fasta","N/A","1194","3656","10988","10670","N/A","276","10712","50601","10712","534","64","10988","N/A","N/A","N/A","194"
"http://FungiDB.org/common/downloads/Current_Release/FgraminearumPH-1/gff/data/FungiDB-64_FgraminearumPH-1.gff","yes","FungiDB","4","1","0","Apollo","GenBank","GCA_900044135.1","   38.05","HammondKosackLab","Jan 25, 2017","yes","Fusarium graminearum PH-1","Fusarium graminearum","5518","PH-1","229533","http://FungiDB.org/common/downloads/Current_Release/FgraminearumPH-1/fasta/data/FungiDB-64_FgraminearumPH-1_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/FgraminearumPH-1/fasta/data/FungiDB-64_FgraminearumPH-1_AnnotatedProteins.fasta","N/A","914","4054","14145","8977","13573","2","14143","122480","14143","1432","2","14145","N/A","11581","N/A","1184"
"http://FungiDB.org/common/downloads/Current_Release/CneoformansH99/gff/data/FungiDB-64_CneoformansH99.gff","yes","FungiDB","14","0","0","Apollo","GenBank","GCA_000149245.3","   18.92","GenBank","Apr 01, 2015","no","Cryptococcus neoformans var. grubii H99","Cryptococcus neoformans","5207","var. grubii H99","235443","http://FungiDB.org/common/downloads/Current_Release/CneoformansH99/fasta/data/FungiDB-64_CneoformansH99_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/CneoformansH99/fasta/data/FungiDB-64_CneoformansH99_AnnotatedProteins.fasta","N/A","575","5759","8338","5119","5205","1363","6975","824","6975","68","0","8338","N/A","6919","N/A","169"
"http://FungiDB.org/common/downloads/Current_Release/CalbicansSC5314/gff/data/FungiDB-64_CalbicansSC5314.gff","yes","FungiDB","8","0","0","Apollo","GenBank","GCA_000182965.3","   14.32","CGD","A22-s07-m01-r59","yes","Candida albicans SC5314","Candida albicans","5476","SC5314","237561","http://FungiDB.org/common/downloads/Current_Release/CalbicansSC5314/fasta/data/FungiDB-64_CalbicansSC5314_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/CalbicansSC5314/fasta/data/FungiDB-64_CalbicansSC5314_AnnotatedProteins.fasta","N/A","23","21","6468","6062","5489","256","6212","22545","6212","N/A","9","6468","N/A","6187","N/A","14"
"http://FungiDB.org/common/downloads/Current_Release/Umaydis521/gff/data/FungiDB-64_Umaydis521.gff","no","FungiDB","23","4","0","Apollo","GenBank","GCA_000328475.2","   19.66","GenBank","Jun 02, 2017","yes","Ustilago maydis 521","Ustilago maydis","5270","521","237631","http://FungiDB.org/common/downloads/Current_Release/Umaydis521/fasta/data/FungiDB-64_Umaydis521_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/Umaydis521/fasta/data/FungiDB-64_Umaydis521_AnnotatedProteins.fasta","N/A","959","5377","6910","5336","N/A","145","6765","11612","6765","N/A","0","6910","N/A","N/A","N/A","18"
"http://FungiDB.org/common/downloads/Current_Release/Ccinereaokay7-130/gff/data/FungiDB-64_Ccinereaokay7-130.gff","yes","FungiDB","0","67","0","Apollo","GenBank","GCA_000182895.1","   36.19","Broad","3","yes","Coprinopsis cinerea okayama7#130","Coprinopsis cinerea","5346","okayama7#130","240176","http://FungiDB.org/common/downloads/Current_Release/Ccinereaokay7-130/fasta/data/FungiDB-64_Ccinereaokay7-130_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/Ccinereaokay7-130/fasta/data/FungiDB-64_Ccinereaokay7-130_AnnotatedProteins.fasta","N/A","1286","4839","13657","7570","9594","301","13356","266","13356","N/A","0","13657","N/A","N/A","N/A","5"
"http://FungiDB.org/common/downloads/Current_Release/Poryzae70-15/gff/data/FungiDB-64_Poryzae70-15.gff","no","FungiDB","7","46","0","Apollo","GenBank","GCA_000002495.2","   40.98","GenBank","Mar 31, 2016","yes","Pyricularia oryzae 70-15","Pyricularia oryzae","318829","70-15","242507","http://FungiDB.org/common/downloads/Current_Release/Poryzae70-15/fasta/data/FungiDB-64_Poryzae70-15_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/Poryzae70-15/fasta/data/FungiDB-64_Poryzae70-15_AnnotatedProteins.fasta","N/A","1367","570","13184","7526","N/A","359","12825","3530","12825","N/A","131","13184","N/A","12713","N/A","196"
"http://FungiDB.org/common/downloads/Current_Release/RdelemarRA99-880/gff/data/FungiDB-64_RdelemarRA99-880.gff","yes","FungiDB","0","81","0","Apollo","GenBank","GCA_000149305.1","   46.15","GenBank","Mar 23, 2015","yes","Rhizopus delemar RA 99-880","Rhizopus delemar","936053","RA 99-880","246409","http://FungiDB.org/common/downloads/Current_Release/RdelemarRA99-880/fasta/data/FungiDB-64_RdelemarRA99-880_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/RdelemarRA99-880/fasta/data/FungiDB-64_RdelemarRA99-880_AnnotatedProteins.fasta","N/A","1561","N/A","17703","9237","N/A","244","17459","3369","17459","N/A","0","17703","N/A","N/A","N/A","4"
"http://FungiDB.org/common/downloads/Current_Release/CimmitisRS/gff/data/FungiDB-64_CimmitisRS.gff","yes","FungiDB","0","6","0","Apollo","GenBank","GCA_000149335.2","   29.02","Broad","3","yes","Coccidioides immitis RS","Coccidioides immitis","5501","RS","246410","http://FungiDB.org/common/downloads/Current_Release/CimmitisRS/fasta/data/FungiDB-64_CimmitisRS_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/CimmitisRS/fasta/data/FungiDB-64_CimmitisRS_AnnotatedProteins.fasta","N/A","1107","6660","9905","5759","9702","148","9757","9240","9757","N/A","0","9905","N/A","8840","N/A","7587"
"http://FungiDB.org/common/downloads/Current_Release/PchrysosporiumRP-78/gff/data/FungiDB-64_PchrysosporiumRP-78.gff","no","FungiDB","0","232","0","Apollo","GenBank","GCA_000167175.1","   35.15","JGI","2.2","yes","Phanerochaete chrysosporium RP-78","Phanerochaete chrysosporium","5306","RP-78","273507","http://FungiDB.org/common/downloads/Current_Release/PchrysosporiumRP-78/fasta/data/FungiDB-64_PchrysosporiumRP-78_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/PchrysosporiumRP-78/fasta/data/FungiDB-64_PchrysosporiumRP-78_AnnotatedProteins.fasta","N/A","849","4662","13602","5990","N/A","0","13602","439","13602","N/A","0","N/A","N/A","N/A","N/A","1"
"http://FungiDB.org/common/downloads/Current_Release/CneoformansB-3501A/gff/data/FungiDB-64_CneoformansB-3501A.gff","no","FungiDB","14","0","0","N/A","GenBank","GCA_000149385.1","   19.70","GenBank","Mar 21, 2015","no","Cryptococcus neoformans var. neoformans B-3501A","Cryptococcus neoformans","5207","var. neoformans B-3501A","283643","http://FungiDB.org/common/downloads/Current_Release/CneoformansB-3501A/fasta/data/FungiDB-64_CneoformansB-3501A_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/CneoformansB-3501A/fasta/data/FungiDB-64_CneoformansB-3501A_AnnotatedProteins.fasta","N/A","954","5269","6608","4842","N/A","108","6500","64","6500","N/A","0","N/A","N/A","N/A","N/A","11"
"http://FungiDB.org/common/downloads/Current_Release/KlactisNRRLY-1140/gff/data/FungiDB-64_KlactisNRRLY-1140.gff","no","FungiDB","6","0","0","Apollo","INSDC","GCA_000002515.1","   10.69","GenBank","2015-02-27","yes","Kluyveromyces lactis NRRL Y-1140","Kluyveromyces lactis","28985","NRRL Y-1140","284590","http://FungiDB.org/common/downloads/Current_Release/KlactisNRRLY-1140/fasta/data/FungiDB-64_KlactisNRRLY-1140_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/KlactisNRRLY-1140/fasta/data/FungiDB-64_KlactisNRRLY-1140_AnnotatedProteins.fasta","N/A","539","N/A","5389","3558","N/A","313","5076","41","5076","N/A","33","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/YlipolyticaCLIB122/gff/data/FungiDB-64_YlipolyticaCLIB122.gff","no","FungiDB","6","0","0","Apollo","GenBank","GCA_000002525.1","   20.50","GenBank","Feb 27, 2015","yes","Yarrowia lipolytica CLIB122","Yarrowia lipolytica","4952","CLIB122","284591","http://FungiDB.org/common/downloads/Current_Release/YlipolyticaCLIB122/fasta/data/FungiDB-64_YlipolyticaCLIB122_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/YlipolyticaCLIB122/fasta/data/FungiDB-64_YlipolyticaCLIB122_AnnotatedProteins.fasta","N/A","870","3900","7223","5220","N/A","775","6448","3050","6448","N/A","136","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/DhanseniiCBS767/gff/data/FungiDB-64_DhanseniiCBS767.gff","no","FungiDB","7","0","0","Apollo","INSDC","GCA_000006445.2","   12.15","GenBank","Feb 27, 2015","yes","Debaryomyces hansenii CBS767","Debaryomyces hansenii","4959","CBS767","284592","http://FungiDB.org/common/downloads/Current_Release/DhanseniiCBS767/fasta/data/FungiDB-64_DhanseniiCBS767_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/DhanseniiCBS767/fasta/data/FungiDB-64_DhanseniiCBS767_AnnotatedProteins.fasta","N/A","888","N/A","6698","4777","N/A","426","6272","2834","6272","N/A","129","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/NglabratusCBS138/gff/data/FungiDB-64_NglabratusCBS138.gff","yes","FungiDB","13","0","0","Apollo","GenBank","GCA_000002545.2","   12.34","CGD","s02-m07-r27","yes","Nakaseomyces glabratus CBS 138","Nakaseomyces glabratus","5478","CBS 138","284593","http://FungiDB.org/common/downloads/Current_Release/NglabratusCBS138/fasta/data/FungiDB-64_NglabratusCBS138_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/NglabratusCBS138/fasta/data/FungiDB-64_NglabratusCBS138_AnnotatedProteins.fasta","N/A","968","11","5615","5298","N/A","322","5293","92033","5293","N/A","18","5615","N/A","N/A","N/A","7"
"http://FungiDB.org/common/downloads/Current_Release/Spombe972h/gff/data/FungiDB-64_Spombe972h.gff","yes","FungiDB","3","2","0","N/A","GenBank","GCA_000002945.2","   12.63","PomBase","Apr 12, 2016","yes","Schizosaccharomyces pombe 972h-","Schizosaccharomyces pombe","4896","972h-","284812","http://FungiDB.org/common/downloads/Current_Release/Spombe972h/fasta/data/FungiDB-64_Spombe972h_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/Spombe972h/fasta/data/FungiDB-64_Spombe972h_AnnotatedProteins.fasta","N/A","1541","6037","6995","5134","N/A","1857","5138","117936","5138","N/A","28","6995","N/A","N/A","N/A","2"
"http://FungiDB.org/common/downloads/Current_Release/MguilliermondiiATCC6260/gff/data/FungiDB-64_MguilliermondiiATCC6260.gff","no","FungiDB","0","9","0","Apollo","INSDC","GCA_000149425.1","   10.61","GenBank","Mar 23, 2015","yes","Meyerozyma guilliermondii ATCC 6260","Meyerozyma guilliermondii","4929","ATCC 6260","294746","http://FungiDB.org/common/downloads/Current_Release/MguilliermondiiATCC6260/fasta/data/FungiDB-64_MguilliermondiiATCC6260_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/MguilliermondiiATCC6260/fasta/data/FungiDB-64_MguilliermondiiATCC6260_AnnotatedProteins.fasta","N/A","807","7","6062","4671","N/A","142","5920","147","5920","N/A","6","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/CtropicalisMYA3404/gff/data/FungiDB-64_CtropicalisMYA3404.gff","yes","FungiDB","0","23","0","Apollo","GenBank","GCA_000006335.3","   14.63","GenBank","Mar 12, 2015","yes","Candida tropicalis MYA-3404","Candida tropicalis","5482","MYA-3404","294747","http://FungiDB.org/common/downloads/Current_Release/CtropicalisMYA3404/fasta/data/FungiDB-64_CtropicalisMYA3404_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/CtropicalisMYA3404/fasta/data/FungiDB-64_CtropicalisMYA3404_AnnotatedProteins.fasta","N/A","950","482","6441","5128","6245","187","6254","11245","6254","N/A","0","6441","N/A","N/A","N/A","2"
"http://FungiDB.org/common/downloads/Current_Release/CalbicansWO1/gff/data/FungiDB-64_CalbicansWO1.gff","no","FungiDB","0","16","0","N/A","GenBank","GCA_000149445.2","   14.42","CGD","Dec 11, 2013","no","Candida albicans WO-1","Candida albicans","5476","WO-1","294748","http://FungiDB.org/common/downloads/Current_Release/CalbicansWO1/fasta/data/FungiDB-64_CalbicansWO1_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/CalbicansWO1/fasta/data/FungiDB-64_CalbicansWO1_AnnotatedProteins.fasta","N/A","933","17","6160","4934","N/A","0","6160","15113","6160","N/A","0","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/CgattiiVGIIR265/gff/data/FungiDB-64_CgattiiVGIIR265.gff","yes","FungiDB","14","0","0","Apollo","GenBank","GCA_002954075.1","   17.58","GenBank","Dec 17, 2020","yes","Cryptococcus gattii VGII R265","Cryptococcus gattii VGII","1859096","R265","294750","http://FungiDB.org/common/downloads/Current_Release/CgattiiVGIIR265/fasta/data/FungiDB-64_CgattiiVGIIR265_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/CgattiiVGIIR265/fasta/data/FungiDB-64_CgattiiVGIIR265_AnnotatedProteins.fasta","N/A","379","N/A","6705","4428","N/A","281","6424","81","6424","N/A","66","N/A","N/A","6414","N/A","6"
"http://FungiDB.org/common/downloads/Current_Release/CglobosumCBS148.51/gff/data/FungiDB-64_CglobosumCBS148.51.gff","yes","FungiDB","0","21","0","Apollo","INSDC","GCA_000143365.1","   34.89","GenBank","Mar 23, 2015","yes","Chaetomium globosum CBS 148.51","Chaetomium globosum","38033","CBS 148.51","306901","http://FungiDB.org/common/downloads/Current_Release/CglobosumCBS148.51/fasta/data/FungiDB-64_CglobosumCBS148.51_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/CglobosumCBS148.51/fasta/data/FungiDB-64_CglobosumCBS148.51_AnnotatedProteins.fasta","N/A","1003","552","11232","6688","N/A","184","11048","1862","11048","N/A","2","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/ClusitaniaeATCC42720/gff/data/FungiDB-64_ClusitaniaeATCC42720.gff","no","FungiDB","0","9","0","Apollo","GenBank","GCA_000003835.1","   12.11","GenBank","Mar 23, 2015","yes","Clavispora lusitaniae ATCC 42720","Clavispora lusitaniae","36911","ATCC 42720","306902","http://FungiDB.org/common/downloads/Current_Release/ClusitaniaeATCC42720/fasta/data/FungiDB-64_ClusitaniaeATCC42720_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/ClusitaniaeATCC42720/fasta/data/FungiDB-64_ClusitaniaeATCC42720_AnnotatedProteins.fasta","N/A","894","N/A","6153","4716","N/A","217","5936","1008","5936","N/A","0","6153","N/A","3733","N/A","4"
"http://FungiDB.org/common/downloads/Current_Release/PnodorumSN15/gff/data/FungiDB-64_PnodorumSN15.gff","no","FungiDB","23","0","0","Apollo","INSDC","GCA_016801405.1","   37.02","GenBank","Feb 02, 2021","yes","Parastagonospora nodorum SN15","Parastagonospora nodorum","13684","SN15","321614","http://FungiDB.org/common/downloads/Current_Release/PnodorumSN15/fasta/data/FungiDB-64_PnodorumSN15_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/PnodorumSN15/fasta/data/FungiDB-64_PnodorumSN15_AnnotatedProteins.fasta","N/A","1122","2854","17580","8833","N/A","132","17448","1810","17448","N/A","13","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/AfumigatusAf293/gff/data/FungiDB-64_AfumigatusAf293.gff","yes","FungiDB","8","0","0","Apollo","GenBank","GCA_000002655.1","   29.42","AspGD","Sep 27, 2015","yes","Aspergillus fumigatus Af293","Aspergillus fumigatus","746128","Af293","330879","http://FungiDB.org/common/downloads/Current_Release/AfumigatusAf293/fasta/data/FungiDB-64_AfumigatusAf293_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/AfumigatusAf293/fasta/data/FungiDB-64_AfumigatusAf293_AnnotatedProteins.fasta","N/A","907","237","10130","9828","9530","290","9840","67674","9840","1179","1","10130","N/A","9824","N/A","8979"
"http://FungiDB.org/common/downloads/Current_Release/AfischeriNRRL181/gff/data/FungiDB-64_AfischeriNRRL181.gff","no","FungiDB","0","163","0","Apollo","GenBank","GCA_000149645.4","   31.38","GenBank","Jul 14, 2016","yes","Aspergillus fischeri NRRL 181","Aspergillus fischeri","36630","NRRL 181","331117","http://FungiDB.org/common/downloads/Current_Release/AfischeriNRRL181/fasta/data/FungiDB-64_AfischeriNRRL181_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/AfischeriNRRL181/fasta/data/FungiDB-64_AfischeriNRRL181_AnnotatedProteins.fasta","N/A","1196","N/A","10668","8054","N/A","278","10390","45766","10390","N/A","26","N/A","N/A","N/A","N/A","1"
"http://FungiDB.org/common/downloads/Current_Release/BcinereaB05-10/gff/data/FungiDB-64_BcinereaB05-10.gff","no","FungiDB","18","0","0","Apollo","GenBank","GCA_000143535.4","   42.63","Ensembl","Dec. 7, 2017","yes","Botrytis cinerea B05.10","Botrytis cinerea","40559","B05.10","332648","http://FungiDB.org/common/downloads/Current_Release/BcinereaB05-10/fasta/data/FungiDB-64_BcinereaB05-10_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/BcinereaB05-10/fasta/data/FungiDB-64_BcinereaB05-10_AnnotatedProteins.fasta","N/A","788","6474","12073","7538","N/A","366","11707","44553","11707","N/A","4","12073","N/A","11691","N/A","6"
"http://FungiDB.org/common/downloads/Current_Release/AflavusNRRL3357/gff/data/FungiDB-64_AflavusNRRL3357.gff","no","FungiDB","0","282","0","Apollo","GenBank","GCA_000006275.3","   36.85","GenBank","Sep 28, 2020","yes","

","Aspergillus flavus","5059","NRRL3357","332952","http://FungiDB.org/common/downloads/Current_Release/AflavusNRRL3357/fasta/data/FungiDB-64_AflavusNRRL3357_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/AflavusNRRL3357/fasta/data/FungiDB-64_AflavusNRRL3357_AnnotatedProteins.fasta","N/A","119","4874","14313","9102","N/A","0","14313","58086","14313","N/A","0","N/A","N/A","N/A","N/A","2"
"http://FungiDB.org/common/downloads/Current_Release/Fverticillioides7600/gff/data/FungiDB-64_Fverticillioides7600.gff","yes","FungiDB","11","10","0","Apollo","GenBank","GCA_000149555.1","   41.89","GenBank","Mar 11, 2015","yes","Fusarium verticillioides 7600","Fusarium verticillioides","117187","7600","334819","http://FungiDB.org/common/downloads/Current_Release/Fverticillioides7600/fasta/data/FungiDB-64_Fverticillioides7600_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/Fverticillioides7600/fasta/data/FungiDB-64_Fverticillioides7600_AnnotatedProteins.fasta","N/A","1626","8371","16240","9677","N/A","371","15869","149191","15869","N/A","0","16240","N/A","14841","N/A","7"
"http://FungiDB.org/common/downloads/Current_Release/ZtriticiIPO323/gff/data/FungiDB-64_ZtriticiIPO323.gff","yes","FungiDB","21","0","0","Apollo","GenBank","GCA_000219625.1","   39.73","StukenbrockLab","Jul 01, 2015","yes","Zymoseptoria tritici IPO323","Zymoseptoria tritici","1047171","IPO323","336722","http://FungiDB.org/common/downloads/Current_Release/ZtriticiIPO323/fasta/data/FungiDB-64_ZtriticiIPO323_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/ZtriticiIPO323/fasta/data/FungiDB-64_ZtriticiIPO323_AnnotatedProteins.fasta","N/A","780","6427","11839","6293","N/A","13","11826","1115","11826","N/A","13","11839","N/A","11835","N/A","1"
"http://FungiDB.org/common/downloads/Current_Release/Ureesii1704/gff/data/FungiDB-64_Ureesii1704.gff","yes","FungiDB","0","44","0","Apollo","GenBank","GCA_000003515.2","   22.35","GenBank","Mar 23, 2015","yes","Uncinocarpus reesii 1704","Uncinocarpus reesii","33188","1704","336963","http://FungiDB.org/common/downloads/Current_Release/Ureesii1704/fasta/data/FungiDB-64_Ureesii1704_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/Ureesii1704/fasta/data/FungiDB-64_Ureesii1704_AnnotatedProteins.fasta","N/A","808","N/A","7856","5242","N/A","96","7760","5615","7760","N/A","0","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/HcapsulatumNAm1/gff/data/FungiDB-64_HcapsulatumNAm1.gff","yes","FungiDB","0","276","0","N/A","GenBank","GCA_000149585.1","   33.03","GenBank","Mar 23, 2015","no","Histoplasma capsulatum NAm1","Histoplasma capsulatum","5037","NAm1","339724","http://FungiDB.org/common/downloads/Current_Release/HcapsulatumNAm1/fasta/data/FungiDB-64_HcapsulatumNAm1_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/HcapsulatumNAm1/fasta/data/FungiDB-64_HcapsulatumNAm1_AnnotatedProteins.fasta","N/A","1085","2365","9402","5433","N/A","89","9313","1710","9313","N/A","0","N/A","N/A","N/A","N/A","1"
"http://FungiDB.org/common/downloads/Current_Release/AterreusNIH2624/gff/data/FungiDB-64_AterreusNIH2624.gff","yes","FungiDB","0","26","0","Apollo","GenBank","GCA_000149615.1","   29.36","GenBank","Mar 23, 2015","yes","Aspergillus terreus NIH2624","Aspergillus terreus","33178","NIH2624","341663","http://FungiDB.org/common/downloads/Current_Release/AterreusNIH2624/fasta/data/FungiDB-64_AterreusNIH2624_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/AterreusNIH2624/fasta/data/FungiDB-64_AterreusNIH2624_AnnotatedProteins.fasta","N/A","1541","2213","10551","7441","N/A","150","10401","47153","10401","N/A","0","N/A","N/A","N/A","N/A","5"
"http://FungiDB.org/common/downloads/Current_Release/AclavatusNRRL1/gff/data/FungiDB-64_AclavatusNRRL1.gff","yes","FungiDB","0","143","0","Apollo","GenBank","GCA_000002715.1","   27.89","GenBank","Jan 02, 2013","yes","Aspergillus clavatus NRRL 1","Aspergillus clavatus","5057","NRRL 1","344612","http://FungiDB.org/common/downloads/Current_Release/AclavatusNRRL1/fasta/data/FungiDB-64_AclavatusNRRL1_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/AclavatusNRRL1/fasta/data/FungiDB-64_AclavatusNRRL1_AnnotatedProteins.fasta","N/A","1339","N/A","9428","7117","N/A","287","9141","46508","9141","N/A","24","N/A","N/A","N/A","N/A","2"
"http://FungiDB.org/common/downloads/Current_Release/NcrassaOR74A/gff/data/FungiDB-64_NcrassaOR74A.gff","yes","FungiDB","7","13","0","Apollo","GenBank","GCA_000182925.2","   41.10","GenBank","Mar 23, 2015","yes","Neurospora crassa OR74A","Neurospora crassa","5141","OR74A","367110","http://FungiDB.org/common/downloads/Current_Release/NcrassaOR74A/fasta/data/FungiDB-64_NcrassaOR74A_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/NcrassaOR74A/fasta/data/FungiDB-64_NcrassaOR74A_AnnotatedProteins.fasta","N/A","1284","7762","10591","7092","9325","833","9758","3342","9758","N/A","2","10591","N/A","9682","N/A","911"
